"creators_name.family","creators_name.given","title","date","related_url","pages_aacr","thesis_degree_name"
"Zhang","Yun","Antecedents of state-owned-enterprises acquisition by private business groups in China","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M36M 2005 Z53","xi, 106 leaves : ill. ; 29 cm.","M. Sc. Admin."
"Zhang","Hui","Lumped fiber Raman amplifiers with highly nonlinear fiber ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2005 Z534","x, 82 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Chunhua","A distributed algorithm for a back-bone planar subnetwork selection in a MANET to improve the efficiency of face routing algorithm ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2005 Z43","x, 74 leaves ; 29 cm.","M. Comp. Sc."
"Zhang","Li","Solving railway routing and scheduling problems in an intermodal freight transportation system ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2005 Z43","x, 100 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Rong Rong","Development of a fuzzy-set enhanced environmental multimedia modelling system ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2006 Z475","xxi, 168 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Yongzheng","Analysis of islanding detection capabilities of multi-inverter systems ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2006 Z49","xvii, 95 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Cheng","Spatio-temporal visualization and analysis for infrastructure management systems ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2006 Z47","xvi, 156 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Ping","Reliable recognition of handwritten digits using a cascade ensemble classifier system and hybrid features ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67P 2006 Z53","xiv, 163 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Jian","Optical side-polished fiber coupler : design and fabrication ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2006 Z48","x, 96 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Jian Ming","Sustainable transportation in a developing country : the impact of the metro in Tianjin ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66G46M 2006 Z46","viii, 74 leaves : ill., map ; 29 cm.","M.A."
"Zhang","Cheng","The news and stock market activity in Canada ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2006 Z43 ","v, 38 leaves ; 29 cm.","M. Sc. Admin."
"Zhang","Yan","The effect of font design characteristics on font legibility ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2006 Z53 ","ix, 126 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zhang","Zhi Hong","LNAPL volume in the petroleum-contaminated groundwater system-A modeling and experimental study ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2007 Z43","xxii, 141 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Bowei","Optical high temperature sensor based on fiber bragg grating ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44P 2007 Z43","xiv, 126 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Yibo","Extracting line features with wide information in biometrics ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66I54M 2007 Z43","xiv, 100 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Yonggang","An ontology-based program comprehension model ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67P 2007 Z43","xiii, 194 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Qi","The Hill-Robertson effect, quasi-truncation selection, and genetic recombination ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B56M 2007 Z53","x, 68 leaves : ill.  29 cm.","M. Sc."
"Zhang","Ying","Geometric smoothing and modeling of 3D graphics ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2007 Z56","x, 116 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Hongda","Optimal cutter size determination for finish pocketing of NURBS profile parts ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2007 Z43","x,  68 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Wei","A cross cultural study of symbolic meanings of products : perception of Chinese and North American consumers ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M37M 2007 Z483","vii, 80 leaves : ill., forms ; 29 cm.","Theses (M. Sc. Admin.)"
"Zhang","Ying","Entropic and statistical approaches for multimedia processing ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66I54M 2007 Z435","ix, 93 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Wen","Production planning in a multi-product manufacturing environment using constant work-in-process ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43P 2007 Z43","ix, 176 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Xuezhi","Numerical study of Louver cooling scheme on gas turbine airfoils ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43P 2008 Z483","xvii, 199 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Haining","A sample-decimation based fast preamble detection algorithm ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2008 Z483","xiv, 76 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Yi","Sustainable design : strategies for favouring attachment between users and objects ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66S36M 2008 Z43","xiii, 149 leaves : ill. ; 29 cm.","M.A."
"Zhang","Yongning","On improving the performance of multihop wireless networks : concepts and methodologies ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2008 Z43","xii, 95 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zhang","Shu","Some new results on nonlinear filtering with point process observations ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M38M 2008 Z43","v, 25 leaves ; 29 cm.","M.T.M."
"Zhang","Jian","Investigation of airflow and heat transfer in earth-to-air heat exchnagers ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85P 2009 Z43","xix, 134 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Xiao","Loss of its three L-Serine deaminases causes major changes in metabolism of Escherichia coli K-12 ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B56P 2009 Z43","xiv, 234 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Da Yong","Modeling and evaluating information leakage caused by inferences in supply chains ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66I54M 2010 Z43","xi, 76 leaves : ill. ; 29 cm.","M.A. Sc"
"Zhang","Dai","Understanding the experience of instructional design with course management systems in higher education ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E38P 2009 Z483","x, 286 leaves : ill. ; 29 cm.","Ph. D."
"Zhang","Mei Mei","The differential impact of box office and DVD sale drivers in the motion picture industry ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M37M 2009 Z53","vii, 97 leaves : ill. ; 29 cm.","M. Sc. Admin."
"Zhang","Xiaobing","Lyapunov-based fault tolerant control of quadrotor unmanned aerial vehicles ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2010 Z43","xvi, 110 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Peng","Novel motor drive design for a switched reluctance machine based electric vehicle propulsion system ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2010 Z43","xv, 103 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Wenyuan","Predicting the level of use of underground routes in a multi-level urban environment ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66G46M 2010 Z435","xi, 85 leaves : ill. ; 29 cm.","M. Sc."
"Zhang","Xuehua","On relay assignment for cooperative systems ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2010 Z94","x, 97 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhang","Yu","CEO age and firm performance ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2010 Z43","viii, 70 leaves : ill. ; 29 cm.","M. Sc."
"Zhang","Shao","The influence of venture capital firms : evidence from Chinese initial public offerings ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2010 Z42","vi, 143 leaves ; 29 cm.","M. Sc."
"Zhao","Xiao Ming","Computer aided analysis of friction damped braced frames ","1994","http://clues.concordia.ca/search/c?SEARCH=TA 660 F73Z49 1994","xii, 126 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Zhao","Jun","Behavior of the posterior distribution of common mean in case of two normal populations ","1994","http://clues.concordia.ca/search/c?SEARCH=QA 273.6 Z48 1994","vii, 94 leaves ; 29 cm.","Theses (M.Sc.)"
"Zhao","Jianzhao","Evaluation of efficiency of partial hybrid finite element method using composite laminates with crack ","1998","http://clues.concordia.ca/search/c?SEARCH=TA 418.9 C6Z43 1998","xviii, 131 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Zhao","Feng","Operating strategies for economizer control in an air conditioning system ","1998","http://clues.concordia.ca/search/c?SEARCH=TH 7687 Z43 1998","xiii, 116 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Zhao","Jun","Simulation of traffic at an intersection ","1999","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 1999 no.10","x, 87 leaves : ill. ; 29 cm.","Major reports (M.Comp.Sc.)"
"Zhao","Zhi Zi","An effective algorithm for multiway hypergraph partitioning ","2000","http://clues.concordia.ca/search/c?SEARCH=QA 166.23 Z43 2000","ix, 88 leaves : ill. ; 29 cm.","Theses (M.Comp.Sc.)"
"Zhao","Zhenjia Bradley","CINDI book bag system : design and implementation ","2001","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2001 no.17","vi, 88 leaves : ill. ; 29 cm.","Major reports (M.Comp.Sc.)"
"Zhao","Xiaopeng","Hydrodynamic barriers for effective site remediation ","2002","http://clues.concordia.ca/search/c?SEARCH=TD 878 Z43 2002","xv, 102 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Zhao","Jia","Knowledge management support for Web based learning ","2002","http://clues.concordia.ca/search/c?SEARCH=LB 1044.87 Z43 2002","ix, 86 leaves : ill. ; 29 cm.","Theses (M.Comp.Sc.)"
"Zhao","ShiQing","A framework for drawing the architecture of buildings using OpenGL and VC++ ","2002","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2002 no.43","iii, 54 leaves : ill. ; 29 cm.","Major reports (M.Comp.Sc.)"
"Zhao","Qi","Mechanical behavior of triaxial woven fabric (TWF) composites ","2003","http://clues.concordia.ca/search/c?SEARCH=TA 418.9 C6Z43 2003","xvii, 209 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Zhao","YunXiao","Experimental application to semantic clusters in WordNet ","2003","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2003 no.32","66 leaves : ill. ; 29 cm.","Major reports (M.Comp.Sc.)"
"Zhao","Hui","An integrated zonal model to predict transient indoor humidity distribution ","2004","http://clues.concordia.ca/search/c?SEARCH=TH 7687.8 Z43 2004","xv, 103 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Min Zhong","Simulation of earth-to-air heat exchanger systems ","2004","http://clues.concordia.ca/search/c?SEARCH=TP 363 Z43 2004","xiii, 100 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Lei","Genetic characteristics of artificial agents in formAL ","2004","http://clues.concordia.ca/search/c?SEARCH=QH 447.5 Z43 2004","xi, 90 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zhao","Zhijun","High speed multiple-pass cavity scanning optical delay line for real-time high resolution optical coherence tomography (OCT) ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2005 Z5346","x, 71 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Songping","An insight into BB-enolase deficiency : functional significance of amino acid 376 ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C54M 2006 Z43","xiv, 117 leaves : ill. ; 29 cm.","M. Sc."
"Zhao","Lin","Modeling and assessment of produced water discharges emitted from offshore petroleum platforms in the East Coast of Canada ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2007 Z483","xxi, 145 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Qun","Solid acidic catalysts for the production of bio-substitutes for petrochemical intermediates ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C54M 2007 Z43","xiv, 86 leaves : ill. ; 29 cm.","M. Sc."
"Zhao","Shu ping","A recurrent adaptive time delay neural network for fault detection and isolation for the satellite's attitude control system ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2007 Z57","xiii, 164 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Peizhong","Anycast routing in wireless sensor networks ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2007 Z43","xii, 118 leaves ; 29 cm.","M. Comp. Sc."
"Zhao","Tianbo","An approach to feed rate determination for high-speed machining of 2-D NURBS profiles","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2007 Z45","x,  72 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Yikun","Nostalgic marketing and its working mechanism in three cultural groups : Canadians, Chinese, and Chinese immigrants to Canada ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M37M 2007 Z484","ix, 228 leaves : ill., forms ; 29 cm.","Theses (M. Sc. Admin.)"
"Zhao","Ying","Monolayer behavior of phenolic lipids : experimental and computational studies ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C54M 2008 Z43","xviii, 146 leaves : ill. ; 29 cm. + 1 CD-ROM (4 3/4 in.)","M. Sc."
"Zhao","Yan","Decentralized receding horizon control with application to multiple vehicle systems ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2008 Z436","xviii, 133 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Fengbin","Gaining instructional design expertise through self-designing, using, and evaluationg a performance support system ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E38M 2009 Z43","ix, 96 leaves : ill. ; 29 cm.","M.A."
"Zhao","Junhong","Design of low-phase-noise and low-power current-controlled oscillators ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2010 Z96","xiii, 69 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhao","Ludeng","Repairing web service compositions based on planning graph ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2010 Z43","xi, 102 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zheng","Zhihong","Investigation of the clay-mica composites as potential new building materials ","1991","http://clues.concordia.ca/search/c?SEARCH=TA 418.9 C6Z49 1991","xxii, 136 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Zheng","Shu-Xian","cDNA cloning of rabbit muscle-specific (ÝÝ) enolase gene, site-directed mutagenesis (E417L) of the gene, expression of the wild-type and mutant genes in Escherichia coli ","1995","http://clues.concordia.ca/search/c?SEARCH=QP 613 E56Z49 1995","x, 78 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Zheng","Guo Rong","Dynamic modeling and global optimal operation of multizone variable air volume HVAC systems ","1997","http://clues.concordia.ca/search/c?SEARCH=TH 7687.95 Z48 1997","xvi, 206 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Zheng","Yun","Regulation of the GCV3 gene in Saccharomyces cerevisiae ","2000","http://clues.concordia.ca/search/c?SEARCH=QH 470 S23Z44 2000","xii, 109 leaves ; 29 cm.","Theses (M.Sc.)"
"Zheng","Mao","Automated test generation from formal specifications of real-time reactive systems ","2002","http://clues.concordia.ca/search/c?SEARCH=QA 76.54 Z44 2002","xi, 129 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Zheng","Qun","Simulation of adaptive circular array for CDMA systems ","2002","http://clues.concordia.ca/search/c?SEARCH=TK 5103.452 Z44 2002","xi, 114 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Zheng","Tong","Validation and refinement of timed MSC specifications ","2004","http://clues.concordia.ca/search/c?SEARCH=QA 76.76 V47Z44 2004","xiv, 150 leaves ; 29 cm.","Ph. D."
"Zheng","Zhi Hong","On efficient fixpoint computation of deductive databases with uncertainty ","2004","http://clues.concordia.ca/search/c?SEARCH=QA 76.9 D32Z44 2004","x, 132 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zheng","Hao","A comparison of two programming languages : Java and C# ","2004","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2004 no.6","vi, 74 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zheng","Tinghui","The effects of vortex profile on sound generation and propagation in non-uniform flows ","2005","http://clues.concordia.ca/search/c?SEARCH=QC 159 Z44 2005","xvii, 200 leaves : ill. ; 29 cm.","Ph. D."
"Zheng","Qiang","Collocation methods for linear parabolic partial differential equations ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2005 Z467 ","xiii, 126 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zheng","Aimin","Implementing film grammar with 3D graphics ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2005 Z46","ix, 89 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zheng","Xin","Exergy analysis of water loop heat pump system in an office building ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2006 Z48","xix, 155 leaves : ill. ; 29 cm.","M.A. Sc."
"Zheng","Ke Wei","An efficient A/D converter using electronic neurons ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2006 Z54","xiv, 95 leaves : ill. ; 29 cm.","M.A. Sc."
"Zheng","Xi","Algorithms for multi-level frequent pattern minning ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2008 Z44","xiii, 104 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Zhirafar","Saeed","Effect of cryogenic treatment on the mechanical properties of steel and aluminum alloys ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2005 Z45","xv, 119 leaves : ill. ; 29 cm.","M.A. Sc."
"Zhong","Le","A critical literature review of case-based reasoning and its educational applications ","2001","http://clues.concordia.ca/search/c?SEARCH=LB 1060 Z47 2001","viii, 114 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Zhong","Yi","Intangibility and its influence on consumer behavior : from the brand and the generic product category perspectives ","2003","http://clues.concordia.ca/search/c?SEARCH=HF 5415.32 Z47 2003","ix, 172 leaves : ill. ; 29 cm.","Theses (M.Sc.Admin.)"
